Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.30147567950189114,0.16756004542112352,tensor(0.3637),2233.1103459472656,1707.5655455322267,0.45660728564113373,0.354422005534172,0.23534266534744405
5,0.0210716032423079,0.021004436165094377,tensor(0.0924),2233.110345947266,1854.4352487792967,0.45660728564113384,0.3686967893838883,0.16955541069054605
10,0.020343109918758272,0.02037732545286417,tensor(0.0911),2233.110345947266,1863.6567304687499,0.45660728564113384,0.36884107764065266,0.1654355011213411
15,0.020020969258621336,0.02006700374186039,tensor(0.0899),2233.1103459472656,1873.9205418701172,0.45660728564113373,0.3649297143444419,0.16081854228060116
20,0.01980248629115522,0.019855183362960816,tensor(0.0901),2233.110345947266,1872.1937460937497,0.45660728564113384,0.36523578893393277,0.1616272792002274
25,0.01962938280776143,0.01969573274254799,tensor(0.0898),2233.110345947266,1873.1112008056639,0.45660728564113373,0.3593148106187582,0.16122013945505498
30,0.01950096837244928,0.019566626474261283,tensor(0.0893),2233.110345947266,1874.2707036132815,0.45660728564113384,0.35558279778063295,0.1606608719079161
35,0.019404777605086566,0.01946902498602867,tensor(0.0896),2233.110345947266,1867.8392387695312,0.45660728564113384,0.3527216982841491,0.16357329411973026
40,0.019321614410728216,0.01938157882541418,tensor(0.0887),2233.1103459472656,1877.6462205810544,0.45660728564113384,0.34614668866992,0.1591781023978667
45,0.019258771557360888,0.019323276728391646,tensor(0.0883),2233.1103459472656,1878.9558085937501,0.45660728564113384,0.34549990729242563,0.15857200887350925
50,0.019212824897840618,0.019279688037931918,tensor(0.0885),2233.110345947266,1882.4027185058592,0.45660728564113373,0.3392006788253784,0.1570615820363337
55,0.019177614711225033,0.019241168163716793,tensor(0.0889),2233.110345947266,1877.023430419922,0.45660728564113373,0.3347087792977691,0.1594550206698898
60,0.019143549725413322,0.019205339811742307,tensor(0.0881),2233.1103459472656,1880.6063599853514,0.45660728564113384,0.3286727589145303,0.15784810373477223
65,0.01911513335071504,0.019183392450213433,tensor(0.0884),2233.110345947266,1876.9624656982426,0.45660728564113384,0.3219893368557095,0.1594752491272708
70,0.01909435922279954,0.019178472645580768,tensor(0.0878),2233.110345947266,1883.7527188720705,0.45660728564113384,0.31233382885158056,0.1564584316906668
75,0.01907622553408146,0.019138550758361815,tensor(0.0880),2233.110345947266,1880.266434692383,0.45660728564113373,0.31060296616703276,0.1579905021477933
80,0.019057142781093717,0.019129883125424386,tensor(0.0877),2233.1103459472656,1886.8257813720702,0.45660728564113384,0.304006396651268,0.15507565674403734
85,0.019044501846656202,0.019119434989988804,tensor(0.0889),2233.110345947265,1878.77405078125,0.45660728564113373,0.29921865570545203,0.1586558865247942
90,0.01898897481150925,0.019035196118056773,tensor(0.0888),2233.110345947266,1937.9161618652342,0.45660728564113373,0.3776508240550756,0.13219084513832297
95,0.01846372871659696,0.01851008106023073,tensor(0.0860),2233.1103459472656,2146.9886800537106,0.45660728564113373,0.4386900314688683,0.03853032613551277
100,0.018321780674159526,0.018388896808028223,tensor(0.0855),2233.1103459472656,2162.609693481446,0.45660728564113384,0.4390249853283167,0.031549371940462166
105,0.018278927262872457,0.018343453109264374,tensor(0.0854),2233.110345947265,2163.61627746582,0.45660728564113373,0.4396983050778508,0.031105186696338473
110,0.018248649267479777,0.01832470502704382,tensor(0.0853),2233.1103459472656,2165.806817993164,0.45660728564113384,0.4402387687116861,0.03012107977964789
115,0.018229918321594596,0.018297802656888962,tensor(0.0857),2233.110345947266,2159.5154298095704,0.45660728564113384,0.43910270700603726,0.03291811945251521
120,0.01821535248309374,0.01828033905476332,tensor(0.0854),2233.110345947266,2162.1371988525393,0.45660728564113373,0.4408924801051617,0.0317805175729319
125,0.018207409605383872,0.018283403478562832,tensor(0.0851),2233.110345947265,2164.234575805664,0.45660728564113384,0.4401144656613469,0.030835870078933004
130,0.018196047842502595,0.01826627440750599,tensor(0.0851),2233.110345947265,2164.0412442626953,0.45660728564113384,0.4409044209569693,0.03088693218151565
135,0.018192603066563607,0.01825884450227022,tensor(0.0856),2233.110345947266,2156.307388671875,0.45660728564113373,0.43948044689744714,0.03437356475894747
140,0.018185913795605302,0.018252456001937388,tensor(0.0851),2233.110345947266,2162.978076538086,0.45660728564113373,0.4414114052504301,0.03138321810653799
145,0.01818219441920519,0.018248488195240498,tensor(0.0853),2233.1103459472656,2162.885209838867,0.45660728564113373,0.44065346480906004,0.03145175098092964
150,0.018176438426598905,0.01824676040560007,tensor(0.0855),2233.110345947266,2161.859908569336,0.45660728564113373,0.44099895414710044,0.03187041270100416
155,0.018173016561195254,0.0182428240776062,tensor(0.0851),2233.1103459472656,2166.563158813477,0.4566072856411337,0.44187332537770274,0.029789224161311256
160,0.01816969565115869,0.018235750682651996,tensor(0.0850),2233.1103459472656,2162.342024536133,0.45660728564113373,0.4411104009523988,0.03163095164557863
165,0.01816670624539256,0.01823451742529869,tensor(0.0851),2233.110345947266,2165.5730771484373,0.45660728564113373,0.4421323110535741,0.0302264855782755
170,0.018164207180961966,0.018234571814537047,tensor(0.0859),2233.1103459472656,2156.5759100341797,0.45660728564113373,0.4407516484111548,0.03423299496589742
175,0.018158760387450457,0.018226803094148637,tensor(0.0855),2233.110345947266,2159.955013183594,0.45660728564113373,0.44125617848336696,0.03275577931211605
180,0.018155539222061635,0.01822434403002262,tensor(0.0855),2233.1103459472656,2160.7977658691407,0.45660728564113373,0.4411809520348907,0.03236414836903601
185,0.01815600381232798,0.018226968683302404,tensor(0.0847),2233.110345947265,2167.8442724609376,0.45660728564113373,0.4417574459463358,0.029212226282124942
190,0.01815018504858017,0.018220821768045424,tensor(0.0855),2233.1103459472656,2161.5762430419923,0.45660728564113373,0.4421347380951047,0.03202538403318689
195,0.018149760225787757,0.01822023093700409,tensor(0.0849),2233.1103459472656,2166.490515869141,0.45660728564113384,0.4419304601177574,0.02981330375493233
200,0.01814490486867726,0.01821448151022196,tensor(0.0854),2233.1103459472656,2160.4390997314454,0.45660728564113384,0.4411331890821456,0.03253338550687209
