Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.056858330871909855,0.06203085482120514,tensor(0.1253),1728.8114701538084,740.0918460388183,0.854558265313506,0.36099214570224286,0.5718399927493346
5,0.035770032089203596,0.03621871657669544,tensor(0.1294),1728.8114701538084,1338.147145019531,0.8545582653135064,0.5456431375294923,0.22593272167728293
10,0.03442885270342231,0.03478480465710163,tensor(0.1246),1728.8114701538084,1395.8586824340823,0.8545582653135062,0.5932221924513578,0.1925569899448667
15,0.033497515972703694,0.033819835260510446,tensor(0.1216),1728.8114701538084,1418.9639102172855,0.8545582653135062,0.6125174017697572,0.1792135023526771
20,0.03272584886290133,0.033022186160087584,tensor(0.1186),1728.8114701538088,1436.7851912231442,0.854558265313506,0.6208205929696561,0.16885598949589203
