Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.24622594825923444,0.20150211155414582,tensor(0.4265),978.5283376464844,791.0141995849609,0.5264333298355341,0.48499760335683817,0.19151934592665748
5,0.031275760289281605,0.030510750226676465,tensor(0.1052),978.5283376464844,766.3542296142577,0.5264333298355341,0.46990060755610463,0.21671001492796918
10,0.02986292224377394,0.029212192818522453,tensor(0.1060),978.5283376464844,768.1679272460939,0.5264333298355341,0.4712677011787891,0.21485332566681375
15,0.027074150880798696,0.026414648070931433,tensor(0.1021),978.5283376464844,768.8929611816407,0.5264333298355341,0.4720234377235174,0.21411360546591962
20,0.02375901024788618,0.023582028411328792,tensor(0.0917),978.5283376464844,766.4597823181151,0.5264333298355341,0.4710762230306864,0.21660125490007642
25,0.022906495491042733,0.02317318208515644,tensor(0.0908),978.5283376464844,767.4699102478028,0.5264333298355341,0.4715119164586067,0.21556859562015504
30,0.022417686088010667,0.023234238475561143,tensor(0.0922),978.5283376464844,767.659135559082,0.5264333298355341,0.4714166236519814,0.21538314670403436
35,0.022121577546931802,0.02285431995987892,tensor(0.0886),978.5283376464844,767.5670296020508,0.5264333298355341,0.4712604406625033,0.21548153499696646
40,0.021876882808282972,0.023026780411601066,tensor(0.0913),978.5283376464844,769.0060838623046,0.5264333298355341,0.4720595922619105,0.21401190015201838
45,0.02167584290727973,0.023024840094149113,tensor(0.0910),978.5283376464844,768.2863687744141,0.5264333298355341,0.471533451139927,0.2147515720212109
50,0.021456153830513358,0.02273244969546795,tensor(0.0885),978.5283376464844,768.4880983581543,0.5264333298355341,0.4717520529627799,0.2145464422471705
