Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.3677818771451712,0.10288086533546448,tensor(0.2464),1577.3305783691408,796.5289220199586,0.5097388917356729,0.35212657236307854,0.4990859452098123
5,0.02655889404704794,0.029924055747687816,tensor(0.0931),1577.3305783691408,1312.685545249939,0.5097388917356729,0.3394704112429172,0.18392613972117378
10,0.024727649107808246,0.028017214871942996,tensor(0.0894),1577.3305783691408,1420.0894139556883,0.5097388917356729,0.3921365856938063,0.11374737755113243
15,0.023476814466994254,0.0272044392535463,tensor(0.0870),1577.3305783691408,1451.8863559265137,0.5097388917356729,0.4003079798817635,0.09260047530232968
20,0.02336494245682843,0.02673297489527613,tensor(0.0863),1577.3305783691408,1473.5701099853516,0.5097388917356729,0.39580919300019735,0.07846837551753769
25,0.023141010652761907,0.026491505769081415,tensor(0.0859),1577.3305783691408,1487.1991406860354,0.5097388917356729,0.39337057672068476,0.06963619085287474
30,0.023160626384196803,0.026163525762967765,tensor(0.0856),1577.3305783691408,1497.8745219268799,0.5097388917356729,0.3935516780614853,0.0626136314871881
35,0.02299459021887742,0.025991348270326852,tensor(0.0854),1577.3305783691408,1503.661150665283,0.5097388917356729,0.39470746409334245,0.05845287872768249
40,0.023031700996216386,0.025707959872670473,tensor(0.0853),1577.3305783691408,1507.1363786773686,0.5097388917356729,0.39739862872101367,0.055753015196593834
45,0.022886155016021804,0.02558395385276526,tensor(0.0853),1577.3305783691408,1509.221092071533,0.5097388917356729,0.39782819702103733,0.054006089751604425
50,0.022937722993083297,0.02523898093495518,tensor(0.0852),1577.3305783691408,1511.0053173370359,0.5097388917356729,0.40142633666843175,0.05221577619299297
