Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.3044730111956596,0.08073031306266784,tensor(0.2326),2135.819739135742,1254.9183174438476,0.5068358267769217,0.3583334086090326,0.41245358186446757
5,0.028404729114845394,0.028216222114861012,tensor(0.1119),2135.8197391357426,1675.6071251220703,0.5068358267769217,0.3945979578718543,0.21548055279486295
10,0.027791507728397846,0.027659041061997413,tensor(0.1099),2135.8197391357417,1681.8835571289062,0.5068358267769217,0.3970586305931211,0.21254095209209276
15,0.02744473023340106,0.027341762185096742,tensor(0.1099),2135.819739135742,1680.7507025146483,0.5068358267769217,0.3980859415903687,0.21304877997211452
20,0.027195604145526887,0.027112886682152747,tensor(0.1087),2135.8197391357417,1686.494303100586,0.5068358267769218,0.399465794339776,0.21037222848110684
25,0.0270431584212929,0.026964972168207167,tensor(0.1080),2135.8197391357426,1685.6977208251951,0.5068358267769217,0.40063342672586444,0.2107196601031211
30,0.026942498097196222,0.026889646798372267,tensor(0.1082),2135.8197391357426,1687.290704223633,0.5068358267769217,0.4010637327730656,0.2100151288325484
35,0.0268615968991071,0.02680595051497221,tensor(0.1076),2135.819739135742,1688.8756090087888,0.5068358267769216,0.4019729671999811,0.20924772241556058
40,0.02681417567655444,0.02676757387816906,tensor(0.1076),2135.819739135742,1686.8072349853514,0.5068358267769217,0.4018900574967265,0.2102465110958957
45,0.02678108918480575,0.026717768982052803,tensor(0.1070),2135.8197391357426,1690.7665498046874,0.5068358267769218,0.4022301017120481,0.2083937631557374
50,0.02674255738966167,0.026689983531832696,tensor(0.1072),2135.819739135742,1690.0126099853514,0.5068358267769218,0.40253636334836485,0.20875397977236462
55,0.026742395665496587,0.026683909818530083,tensor(0.1067),2135.8197391357426,1693.630743774414,0.5068358267769217,0.40435114584863185,0.20704411371611312
60,0.026695440383628012,0.026658202335238457,tensor(0.1072),2135.8197391357426,1690.6170267333987,0.5068358267769217,0.4026365313455463,0.20846401220228733
65,0.02669431073591113,0.026658742874860763,tensor(0.1070),2135.8197391357426,1689.9133411865234,0.5068358267769217,0.40206561732292173,0.2087912997785497
70,0.02669815015979111,0.02665343564003706,tensor(0.1076),2135.8197391357426,1687.8037355957033,0.5068358267769216,0.40061996816843753,0.2097800201051539
75,0.026664392463862895,0.026634877361357213,tensor(0.1074),2135.819739135742,1690.164272949219,0.5068358267769218,0.40075985295325517,0.20865235639020213
80,0.026661211997270583,0.02665474284440279,tensor(0.1078),2135.8197391357426,1686.553566894531,0.5068358267769217,0.3991767305135727,0.21034505701880263
85,0.02665613335557282,0.026624236069619656,tensor(0.1078),2135.819739135742,1682.7553962402344,0.5068358267769218,0.3986595672518015,0.21214039451144892
90,0.026646347995847464,0.02660677656531334,tensor(0.1075),2135.8197391357426,1688.3256713867188,0.5068358267769217,0.39788494914025063,0.2095315037048291
95,0.026638370379805563,0.026609644293785095,tensor(0.1077),2135.819739135742,1686.1345819091796,0.5068358267769217,0.394669500477612,0.2105592577617051
100,0.026637300662696362,0.02661016322672367,tensor(0.1078),2135.8197391357426,1687.4869426269531,0.5068358267769216,0.3918934335708618,0.20990505289770062
105,0.026631047390401362,0.026604638807475565,tensor(0.1071),2135.819739135742,1686.5098189697267,0.5068358267769217,0.38633056699484586,0.2103846461331948
110,0.02663393095135689,0.026599069498479365,tensor(0.1070),2135.819739135742,1691.6422692871092,0.5068358267769216,0.38345279238373037,0.20794216257316905
115,0.0266271464060992,0.026585065014660358,tensor(0.1068),2135.819739135742,1691.1807739257808,0.5068358267769217,0.3787196747884155,0.20817602575091892
120,0.026620825892314313,0.02658251766115427,tensor(0.1070),2135.819739135742,1690.9168397216795,0.5068358267769217,0.3763850407227874,0.2083210516403716
125,0.02662428203038871,0.026589485816657543,tensor(0.1072),2135.819739135742,1689.1611203613284,0.5068358267769217,0.36716643774509433,0.2091377225082866
130,0.026628836616873743,0.02658381685614586,tensor(0.1072),2135.8197391357426,1688.8541381835942,0.5068358267769217,0.3419469025060534,0.2092621637621112
135,0.025959546957165004,0.02571178860962391,tensor(0.1050),2135.819739135742,1887.5031822509761,0.5068358267769218,0.45488365335762504,0.11626375162190102
140,0.025328201707452536,0.025280336476862432,tensor(0.1031),2135.819739135742,1959.819306152344,0.5068358267769217,0.45894715617597104,0.08240486103325102
145,0.025285911187529563,0.025219946540892123,tensor(0.1033),2135.819739135742,1959.6380349121093,0.5068358267769217,0.4601133116260171,0.08248141915314135
150,0.025272067962214352,0.025211526826024056,tensor(0.1035),2135.8197391357417,1959.3434741210938,0.5068358267769218,0.4610802370160818,0.08264055796295647
155,0.025264075910672545,0.025207899138331415,tensor(0.1034),2135.819739135742,1961.032319091797,0.5068358267769217,0.46169857420027255,0.0818236932976035
160,0.025260552857071163,0.025191185250878333,tensor(0.1030),2135.8197391357417,1963.000561157227,0.506835826776922,0.46132631807029245,0.08092132766132129
165,0.025261292373761533,0.025199868716299534,tensor(0.1032),2135.819739135742,1958.3653074951173,0.5068358267769218,0.4602950953990221,0.08308322786746716
170,0.025254912162199616,0.02518894225358963,tensor(0.1033),2135.8197391357417,1961.1771710205078,0.5068358267769217,0.46090947782993313,0.08175668807287417
175,0.025254935026168823,0.025184354931116103,tensor(0.1033),2135.8197391357417,1960.4920531005857,0.5068358267769217,0.4618389774411916,0.08208597268957166
180,0.025249587278813122,0.025179731100797652,tensor(0.1028),2135.819739135742,1963.596401855469,0.5068358267769218,0.46196549516916274,0.08065017088244322
