Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.01112266832496971,0.01574794910848141,tensor(0.0781),1873.7307197265625,952.1652423095704,0.6537275117337703,0.39849956991523505,0.4918239958834806
5,0.007838558487128467,0.008002185868099332,tensor(0.0489),1873.7307197265625,1660.3695159912113,0.6537275117337703,0.4334238538742066,0.11386072336019318
10,0.00740445819683373,0.0075328810140490535,tensor(0.0466),1873.7307197265625,1700.0340927734378,0.6537275117337704,0.4555341351404786,0.09270783384592432
15,0.007196179265156389,0.007311475416645408,tensor(0.0449),1873.7307197265625,1728.3083735351563,0.6537275117337704,0.4659328536465764,0.07760815791622641
20,0.007089232921134681,0.007196630816906691,tensor(0.0440),1873.7307197265625,1740.2591944580076,0.6537275117337703,0.47316662673652166,0.07124678256727049
