Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.014832594385370611,0.020925106853246687,tensor(0.1040),2392.127780029297,2161.3570057373045,0.3527552210316062,0.3384665085449815,0.09645609413687821
5,0.012641515163704754,0.012639051768928766,tensor(0.0757),2392.1277800292964,2323.638665161133,0.35275522103160617,0.351201854802668,0.028617408716207465
10,0.012324217590503395,0.012300013191998005,tensor(0.0751),2392.1277800292964,2338.825401000976,0.35275522103160617,0.3557894152998924,0.022245571752422727
15,0.012149219354614615,0.012098103016614913,tensor(0.0741),2392.127780029297,2349.509720825195,0.35275522103160617,0.3606233788877725,0.017769680401857658
20,0.012021946208551525,0.011969219613820314,tensor(0.0739),2392.1277800292964,2354.0485317382813,0.35275522103160617,0.36319716734439134,0.015908037791492288
25,0.01192726690787822,0.011867078952491283,tensor(0.0725),2392.127780029297,2373.7787918701174,0.35275522103160617,0.3665350259542465,0.0076295239980768755
30,0.011851820745505393,0.011791722290217877,tensor(0.0728),2392.127780029297,2365.9446785888676,0.3527552210316062,0.3668791950121522,0.010897004061184748
35,0.011799127422273159,0.01174341132864356,tensor(0.0734),2392.127780029297,2356.9048497314457,0.3527552210316062,0.36668473643064503,0.014701124326126743
40,0.01175289594102651,0.01169257629662752,tensor(0.0729),2392.127780029297,2361.0454796142576,0.35275522103160617,0.36787100193649536,0.012939192629245418
45,0.01171182719990611,0.011649379041045904,tensor(0.0727),2392.127780029297,2362.913177001953,0.35275522103160617,0.36832524869590993,0.012174731745080242
50,0.011679722950793803,0.01162047777324915,tensor(0.0728),2392.1277800292964,2362.687512329102,0.35275522103160617,0.368280540920794,0.012289285273822845
55,0.011655136733315885,0.011589143611490726,tensor(0.0723),2392.127780029297,2365.3358559570315,0.35275522103160617,0.36908736797422165,0.011148878046633932
60,0.011634412151761354,0.011582595203071833,tensor(0.0730),2392.127780029297,2357.164533691406,0.35275522103160617,0.3683814943954348,0.014578547556001766
65,0.011617546272464096,0.01155795380473137,tensor(0.0727),2392.127780029297,2359.6302753906252,0.35275522103160617,0.3685928551852703,0.01356608209356972
70,0.011605290626175702,0.011540083214640617,tensor(0.0724),2392.1277800292964,2362.7075135498044,0.3527552210316062,0.3690222733393311,0.012272796069613689
75,0.011592343705706299,0.011528141517192125,tensor(0.0722),2392.127780029297,2365.7416396484377,0.3527552210316062,0.36981644266098734,0.011006718518846773
80,0.01158353704959154,0.011521843168884516,tensor(0.0724),2392.1277800292964,2361.1202926025385,0.35275522103160617,0.3692309885025024,0.012929694912490724
85,0.011575581948272884,0.011510926578193904,tensor(0.0722),2392.127780029297,2364.076040771484,0.35275522103160617,0.36966254112124436,0.011676708281813119
90,0.011567767383530736,0.011504859477281571,tensor(0.0719),2392.127780029297,2367.4316840820306,0.35275522103160617,0.3699017659127712,0.010298976139281362
95,0.011563651775941253,0.011504183989018202,tensor(0.0725),2392.1277800292964,2358.103892211914,0.35275522103160617,0.36902810766547917,0.014203759642890676
100,0.011559857591055333,0.01150066675618291,tensor(0.0725),2392.127780029297,2358.08767199707,0.35275522103160617,0.3693628915399313,0.01422404478812514
105,0.01155569355469197,0.01149322185665369,tensor(0.0721),2392.1277800292964,2362.694250366211,0.35275522103160617,0.3699457230716944,0.012279548545364383
110,0.011552830412983894,0.01148980101570487,tensor(0.0721),2392.127780029297,2363.1389776611327,0.35275522103160617,0.36989452703297143,0.012110723018794681
115,0.011550270370207727,0.01148854149505496,tensor(0.0722),2392.127780029297,2361.6997221679685,0.35275522103160617,0.3697216214835644,0.012687110556115044
120,0.011549368128180503,0.011486377660185098,tensor(0.0722),2392.127780029297,2360.326578491211,0.35275522103160617,0.36964628930389876,0.01324149962385023
125,0.011546969460323454,0.01148554589599371,tensor(0.0723),2392.1277800292964,2358.8411881103516,0.35275522103160617,0.36937540206313135,0.013903879614653208
130,0.011545703560113908,0.011482593230903148,tensor(0.0721),2392.1277800292964,2362.073434082031,0.35275522103160617,0.3697931505963207,0.012545977372022371
135,0.011545229144394398,0.011482355929911137,tensor(0.0721),2392.127780029297,2360.6803444824213,0.35275522103160617,0.3699477708935738,0.013090952428200431
140,0.011545038782060146,0.011482556350529194,tensor(0.0722),2392.127780029297,2360.172416870117,0.35275522103160617,0.3695946730598807,0.013337706930695475
145,0.011543444148264826,0.011482057813555002,tensor(0.0723),2392.127780029297,2358.9484030761723,0.35275522103160617,0.36939498232305057,0.013845811663980395
150,0.011542529705911875,0.01148019339889288,tensor(0.0721),2392.127780029297,2360.1166458740236,0.35275522103160617,0.36969250413775445,0.013327883526947245
155,0.011544087436050177,0.011484918091446162,tensor(0.0724),2392.127780029297,2357.6454233398435,0.35275522103160617,0.3693744608387351,0.014339474822702189
160,0.01154404804110527,0.011481909453868866,tensor(0.0722),2392.1277800292964,2360.7316235351564,0.35275522103160617,0.3696482407525182,0.013057777705417892
165,0.011542873550206422,0.011480387765914202,tensor(0.0721),2392.1277800292964,2358.424920776367,0.35275522103160617,0.3697301355749369,0.014078055532819262
170,0.01154270430561155,0.011481793131679296,tensor(0.0723),2392.1277800292964,2356.940953979492,0.3527552210316062,0.3693862276002765,0.014651476408405736
175,0.011542420857585967,0.011479050945490598,tensor(0.0719),2392.127780029297,2362.0469139404295,0.35275522103160617,0.36992746824771167,0.012544958319062457
180,0.011541846045292913,0.011480920389294625,tensor(0.0722),2392.127780029297,2357.8811556396486,0.35275522103160617,0.36932667495310306,0.014297518661314082
185,0.011542276875115932,0.011481986008584499,tensor(0.0722),2392.1277800292964,2356.0794902343746,0.35275522103160617,0.36939186935126783,0.015007472176082028
190,0.011543269222602247,0.011487519647926093,tensor(0.0726),2392.1277800292964,2351.972988769531,0.35275522103160617,0.369012023948133,0.01669278532454781
195,0.011542546679265797,0.011482900287956,tensor(0.0724),2392.127780029297,2355.132902832031,0.3527552210316062,0.3692259616851807,0.01543275934859622
