Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.01051403076853603,0.01276442240923643,tensor(0.0703),1819.7316024169922,1581.0315100097657,0.4197225433662533,0.3026220337972045,0.1311880911700574
5,0.00679040418472141,0.006801733514294028,tensor(0.0484),1819.7316024169918,1706.6421025390628,0.41972254336625336,0.3496231609284878,0.06213727793620941
10,0.006277304119430482,0.0062610213179141285,tensor(0.0461),1819.7316024169918,1725.6977565917969,0.41972254336625336,0.36412256824970246,0.05168147958737239
15,0.00603041552240029,0.006000388879328966,tensor(0.0451),1819.7316024169922,1747.433028930664,0.41972254336625336,0.3756996925622225,0.03974067437515495
20,0.0059143681195564565,0.0058849119581282135,tensor(0.0444),1819.7316024169922,1761.4462642822268,0.41972254336625336,0.3841558499336243,0.03201331675264709
25,0.005861425504554063,0.005828815419226885,tensor(0.0450),1819.7316024169918,1754.0473613281251,0.41972254336625336,0.38498982644826174,0.03608638962941086
30,0.005832352535799145,0.0058075035456568004,tensor(0.0444),1819.7316024169922,1770.427883666992,0.41972254336625336,0.38889374204725025,0.027076514290915905
35,0.005813945643603801,0.005783450929448009,tensor(0.0447),1819.7316024169922,1762.2260728759768,0.41972254336625336,0.38868499390035866,0.031589543449687923
40,0.005805674672592432,0.005775692872703075,tensor(0.0448),1819.7316024169922,1759.2430150146483,0.41972254336625336,0.38842868915200235,0.03322531490847562
45,0.005798361648339778,0.005770947271957994,tensor(0.0443),1819.7316024169922,1770.4449599609375,0.4197225433662533,0.39101386757195,0.027076089665210003
50,0.00579305556602776,0.005763345072045923,tensor(0.0445),1819.7316024169922,1764.1668660888674,0.4197225433662533,0.38988878633826973,0.030468117057429245
55,0.005789718974847346,0.005759705975651741,tensor(0.0447),1819.7316024169922,1761.1982412109378,0.4197225433662533,0.38932167962193487,0.03216580388360637
60,0.005788968445267528,0.005760735413059592,tensor(0.0444),1819.7316024169918,1762.8638006591798,0.41972254336625336,0.3898123686760664,0.031214307936563768
65,0.005784701684024185,0.00575510561466217,tensor(0.0444),1819.7316024169927,1764.4055571289068,0.41972254336625336,0.39013013459742074,0.030388834659619012
70,0.005783479195088148,0.005753190768882632,tensor(0.0446),1819.7316024169922,1762.1287440185547,0.41972254336625336,0.38928532781451947,0.031651145245646675
75,0.005782329197973013,0.0057548695709556345,tensor(0.0445),1819.7316024169922,1759.072147216797,0.4197225433662533,0.3893557454198599,0.03331917634508505
80,0.005782539153005928,0.00575362266972661,tensor(0.0447),1819.7316024169918,1759.2312901611326,0.4197225433662533,0.38862727697938676,0.03323969065859764
85,0.0057814019499346616,0.005751505913212896,tensor(0.0446),1819.7316024169922,1758.4765810546876,0.41972254336625336,0.3885820334255695,0.033628662483962304
90,0.005781316326465458,0.0057520391419529915,tensor(0.0447),1819.7316024169922,1755.8531214599614,0.41972254336625336,0.388044221714139,0.03507273731593139
95,0.005781692347954959,0.005751206865534186,tensor(0.0444),1819.7316024169922,1760.2484990234377,0.41972254336625336,0.38899868290871387,0.032681295228047
100,0.005781678471248597,0.005751095386222005,tensor(0.0445),1819.7316024169922,1758.3353505859377,0.41972254336625336,0.3882191747501493,0.03373000029817166
