Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.29608254972845316,0.11697428114712238,tensor(0.3027),2047.5526190185547,1425.525292409261,0.4835116435649494,0.3838477781973779,0.3068293923958375
5,0.03713098366279155,0.039620909529427685,tensor(0.1208),2047.5526190185547,1655.1059911600748,0.4835116435649494,0.4036231665872038,0.19601806114781106
10,0.03718255444740256,0.0401910130555431,tensor(0.1201),2047.5526190185547,1701.8757723999024,0.4835116435649494,0.4067479497815172,0.17377013351424864
15,0.03733949646508942,0.03918433981016278,tensor(0.1199),2047.5526190185547,1725.6649225362141,0.4835116435649494,0.41749293913443886,0.16244210588369817
20,0.03685587997703502,0.03725751955062151,tensor(0.1192),2047.5526190185547,1856.1291354370117,0.4835116435649494,0.45964187204216916,0.09914391547885237
25,0.035384012308592595,0.03560005221515894,tensor(0.1167),2047.5526190185547,1946.4263981628417,0.4835116435649494,0.45084543949613964,0.05451141877227808
30,0.034833822127742074,0.03476071606079737,tensor(0.1164),2047.5526190185547,1951.157719930013,0.4835116435649494,0.45411083675300085,0.05185866126751662
35,0.03447786679801842,0.03425552059585849,tensor(0.1164),2047.5526190185547,1943.71578125,0.4835116435649494,0.4565811670261124,0.05542312518063139
40,0.034208970804077886,0.033912434397886194,tensor(0.1166),2047.5526190185547,1937.6502530924479,0.4835116435649494,0.45661047567302987,0.058337353400318225
45,0.03398539785606166,0.03366252469519774,tensor(0.1167),2047.5526190185547,1932.8627918497723,0.4835116435649494,0.45647099296872823,0.060638195401872486
50,0.03379921855715414,0.03347907944892844,tensor(0.1168),2047.5526190185547,1928.9347202555343,0.4835116435649494,0.4562784101938208,0.06252922529203013
