Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.24105732329189777,0.23761605471372604,tensor(0.4549),996.7513785095214,806.3206436157227,0.5472792621105909,0.4889756000339984,0.1908399154836009
5,0.03852773141115904,0.038793465867638585,tensor(0.1314),996.7513785095214,813.4345388793945,0.5472792621105909,0.48715013800561424,0.18371186315664262
10,0.037990896869450806,0.03839670829474926,tensor(0.1326),996.7513785095214,815.6439018859863,0.5472792621105909,0.4886612191200256,0.18150128055540962
15,0.037693215813487765,0.038194654136896135,tensor(0.1337),996.7513785095214,815.8984932250977,0.5472792621105909,0.48955475775897506,0.18124433572993282
20,0.03750831107608974,0.0380758211016655,tensor(0.1348),996.7513785095214,816.3226445617677,0.5472792621105909,0.4902565306723118,0.18081644120218762
25,0.037366762990131974,0.037977461516857144,tensor(0.1340),996.7513785095214,817.0408311767578,0.5472792621105909,0.49084026134014136,0.18009182436895807
30,0.03726135203614831,0.03791502565145492,tensor(0.1348),996.7513785095214,817.4737095336914,0.5472792621105909,0.49121798850595944,0.17965453680851876
35,0.0371765848249197,0.03788423575460911,tensor(0.1346),996.7513785095214,817.2705674743653,0.5472792621105909,0.4914552879184485,0.17985741452742157
40,0.03709861189126969,0.03785902447998524,tensor(0.1361),996.7513785095214,817.0911289367675,0.5472792621105909,0.4915915495306254,0.18003471281341674
45,0.03703362457454205,0.03782248198986053,tensor(0.1345),996.7513785095214,817.5534468688965,0.5472792621105909,0.491758193448186,0.17956847199475381
50,0.03697453448548913,0.03780803680419922,tensor(0.1354),996.7513785095214,816.8224731750488,0.5472792621105909,0.4917626982033253,0.18030056578460185
