Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.016756759521861873,0.0248735710978508,tensor(0.1149),2540.5984833984376,46.46690705299377,0.3407592814713717,,0.9817204427607166
5,0.007361788499272532,0.0073744386434555055,tensor(0.0546),2540.5984833984376,2464.1043024902347,0.34075928147137163,0.3174509885311127,0.030077096429063116
10,0.007103004378990994,0.007088699005544185,tensor(0.0532),2540.5984833984376,2493.344572021484,0.34075928147137163,0.3255814298391342,0.018574166179393406
15,0.006964643340971735,0.006939960550516844,tensor(0.0526),2540.5984833984376,2508.421548828125,0.3407592814713717,0.33016377863287927,0.012655512346055752
20,0.006883178361588054,0.006849664822220802,tensor(0.0524),2540.5984833984376,2514.497113769531,0.3407592814713717,0.3331279964148998,0.010248856361392986
25,0.006825809180736542,0.006786885298788547,tensor(0.0523),2540.5984833984376,2515.4832211914063,0.34075928147137163,0.33492915455996985,0.009884271080266873
30,0.006775931134406063,0.0067472241818904875,tensor(0.0521),2540.5984833984376,2523.914413085937,0.3407592814713717,0.3361913167238235,0.006540301520876726
35,0.006740945753537946,0.006701386626809835,tensor(0.0519),2540.5984833984376,2516.1516762695314,0.3407592814713717,0.3365725011378527,0.009612406921609966
40,0.006711791186696953,0.006673190742731094,tensor(0.0519),2540.5984833984376,2514.332625,0.34075928147137163,0.33680799733102323,0.010316047973086299
45,0.006690825211505095,0.006650309264659882,tensor(0.0519),2540.5984833984376,2514.98427734375,0.3407592814713717,0.33734748683869836,0.010052945977087835
50,0.00667162137106061,0.006634691637009383,tensor(0.0517),2540.5984833984376,2517.614767578125,0.34075928147137163,0.33784174440801146,0.009047102173896992
55,0.006659742744846477,0.006619275826960802,tensor(0.0519),2540.5984833984376,2515.9169873046876,0.3407592814713717,0.3376678216159344,0.009686727329385126
60,0.006647883945455154,0.006609722878783942,tensor(0.0518),2540.5984833984376,2518.0623071289065,0.34075928147137163,0.3379569960534573,0.00883795255064679
65,0.006640833667996857,0.006603039707988501,tensor(0.0515),2540.5984833984376,2518.165106445312,0.3407592814713717,0.3385749306231737,0.008817148026008739
70,0.006633261094490687,0.006598890479654074,tensor(0.0516),2540.5984833984376,2521.984715332031,0.34075928147137163,0.33848090928792957,0.0073004816771862074
75,0.006628150958567858,0.006590424757450819,tensor(0.0518),2540.5984833984376,2518.914849609375,0.34075928147137163,0.3384057464003563,0.008507793222446413
80,0.006623389282160335,0.006584690045565366,tensor(0.0518),2540.5984833984376,2510.92848828125,0.34075928147137163,0.33812889823317527,0.011622572218515858
85,0.006620915730794271,0.006581260263919831,tensor(0.0518),2540.5984833984376,2512.375419921875,0.34075928147137163,0.33778691054880616,0.011074272236806033
90,0.006618708775689205,0.0065796441398561,tensor(0.0517),2540.5984833984376,2513.6542802734375,0.3407592814713717,0.3378482993841171,0.010587610277027568
95,0.0066194452655812105,0.0065814702771604065,tensor(0.0519),2540.5984833984376,2515.3993076171873,0.34075928147137163,0.338121491253376,0.009900067423377141
100,0.006618229392915964,0.006579490751028061,tensor(0.0518),2540.598483398437,2510.716160644531,0.34075928147137163,0.337605427891016,0.011726028583050831
