Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.4670631755143404,0.07033274229615927,tensor(0.1754),1703.6128714497881,827.3984400939943,0.5133284397671619,0.3121124208097657,0.5157136612308727
5,0.018881917058024555,0.019663672273357708,tensor(0.0758),1703.6128714497881,1277.8869607543947,0.5133284397671619,0.3077784103900194,0.2527014575169119
10,0.017271214397624135,0.018250941609342892,tensor(0.0719),1703.6128714497881,1457.7233842976887,0.5133284397671619,0.3294280184805393,0.1476183368782313
15,0.01677160164884602,0.01777232578024268,tensor(0.0704),1703.6128714497881,1460.3683951314288,0.5133284397671619,0.3365282201580703,0.1460579145928434
20,0.01657523641673227,0.01737246468352775,tensor(0.0694),1703.6128714497881,1475.3143671162923,0.5133284397671619,0.3435123651536802,0.13729927346982096
25,0.016364639363018796,0.017121700181936223,tensor(0.0688),1703.6128714497881,1545.0438512674966,0.5133284397671619,0.35537898389622574,0.09645801460391158
30,0.015340564442643275,0.015921759496753413,tensor(0.0653),1703.6128714497881,1608.5500475056963,0.5133284397671619,0.40506247075274576,0.058648756028158174
35,0.015185376192675903,0.015808789796816807,tensor(0.0650),1703.6128714497881,1610.988234608968,0.5133284397671619,0.4066225873741011,0.05722723963465004
40,0.015128376971309384,0.01557022954026858,tensor(0.0649),1703.6128714497881,1611.226065826416,0.5133284397671619,0.40834548805529874,0.05705276162624301
45,0.015024185820948333,0.015520597264791528,tensor(0.0647),1703.6128714497881,1612.0946187845868,0.5133284397671619,0.4093505785241723,0.056540462803396196
50,0.014998519443906844,0.015342266376440724,tensor(0.0647),1703.6128714497881,1610.573062845866,0.5133284397671619,0.4107427055078248,0.05740960047821326
55,0.01491792724118568,0.015317550705124935,tensor(0.0647),1703.6128714497881,1611.523507334391,0.5133284397671619,0.4114793929768105,0.056847880267237506
60,0.014902407769113779,0.015175109069483975,tensor(0.0648),1703.6128714497881,1609.9612953694661,0.5133284397671619,0.41435145176326243,0.05773019140450488
65,0.014828503296788162,0.01515765410537521,tensor(0.0647),1703.6128714497881,1610.8539801534018,0.5133284397671619,0.4153770272682111,0.05720152856015098
70,0.014811737579293549,0.015037061180919409,tensor(0.0648),1703.6128714497881,1608.82633392334,0.5133284397671619,0.4180236299273869,0.058360464313159964
75,0.014746604380585874,0.015024707225772241,tensor(0.0648),1703.6128714497881,1609.5725940958657,0.5133284397671619,0.4185353488040467,0.05791617853121076
80,0.01473469984678862,0.01491979199151198,tensor(0.0649),1703.6128714497881,1607.4128300476075,0.5133284397671619,0.42194127424930533,0.059153478841179885
85,0.014676060964120552,0.014911811333149672,tensor(0.0648),1703.6128714497881,1608.3890939331056,0.5133284397671619,0.42244014726330836,0.05857697411884016
90,0.014664263154069582,0.014818082253138224,tensor(0.0649),1703.6128714497881,1606.3541950480146,0.5133284397671619,0.42550891960039733,0.059753086328271206
95,0.014611108975562578,0.014811222674325109,tensor(0.0649),1703.6128714497881,1607.2604086303709,0.5133284397671619,0.4258752253775795,0.05921770072258963
100,0.014600250811781734,0.014729640718239049,tensor(0.0649),1703.6128714497881,1605.2211497497558,0.5133284397671619,0.4289022030929724,0.06040013583419177
