Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.01501192778814584,0.018199714832007885,tensor(0.0932),1896.68796496582,1678.137058105469,0.34296686368435614,0.3174301801621914,0.1152040205459729
5,0.007615525438450277,0.007676789816468954,tensor(0.0507),1896.68796496582,1753.5037520751953,0.3429668636843562,0.3160448804870247,0.07546636796138287
10,0.006991447601467371,0.006976020988076925,tensor(0.0473),1896.6879649658204,1773.135383178711,0.3429668636843562,0.321073986902833,0.06515832199346619
15,0.006712940020952374,0.006667897524312139,tensor(0.0455),1896.68796496582,1791.518725219726,0.3429668636843562,0.33053192226588723,0.055440523646757556
20,0.006604804552625865,0.006548278918489814,tensor(0.0451),1896.6879649658204,1799.9056713867187,0.3429668636843562,0.33664286784827707,0.05102646182256967
