Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.010065850801765919,0.016169290989637375,tensor(0.0969),2761.9007243652345,2551.341562988281,0.35366787111014125,0.26917836681008345,0.07623025924691773
5,0.0031242614437360316,0.0031237386167049406,tensor(0.0328),2761.900724365235,2691.5796975097655,0.3536678711101413,0.3178024965003133,0.025458943406270827
10,0.0029647417657542975,0.002950548590160906,tensor(0.0311),2761.900724365234,2708.4497404785157,0.35366787111014125,0.32566741351038214,0.019344274811414063
15,0.0028801526466850193,0.002858472685329616,tensor(0.0300),2761.900724365234,2721.1260102539063,0.35366787111014125,0.33293180307000875,0.014762749009659418
20,0.0028347963700070975,0.0028092707972973583,tensor(0.0299),2761.900724365234,2723.498969238281,0.35366787111014125,0.33751810073107485,0.013896135075914256
25,0.0028082455333787947,0.0027812036452814935,tensor(0.0298),2761.900724365234,2727.0802734375,0.3536678711101413,0.3397735085114837,0.012605279277600792
30,0.0027884775947313754,0.002763150352984667,tensor(0.0291),2761.9007243652345,2735.7635922851564,0.35366787111014125,0.34178013765439397,0.009462242190288784
35,0.002774930826853961,0.0027459434932097793,tensor(0.0293),2761.900724365234,2732.5366799316407,0.3536678711101413,0.3423186594992876,0.01063056270688902
40,0.002765804436057806,0.0027354883728548884,tensor(0.0294),2761.900724365235,2729.543421875,0.35366787111014125,0.34226963430643087,0.011713416939668438
45,0.0027585933275986463,0.0027277366258203982,tensor(0.0293),2761.900724365235,2729.998188720703,0.35366787111014125,0.34250303731113674,0.011554676215504201
50,0.0027536798792425544,0.0027226814767345787,tensor(0.0293),2761.900724365235,2730.1854799804687,0.35366787111014125,0.34242555059120056,0.011483875439328928
55,0.0027515782916452737,0.002719637984409928,tensor(0.0295),2761.900724365234,2728.291129638672,0.35366787111014125,0.3420176578983664,0.012169691145881009
60,0.002746797620784491,0.002718533482402563,tensor(0.0290),2761.9007243652345,2731.4039951171876,0.35366787111014125,0.34306147138401866,0.011042246675768932
65,0.002745076623978093,0.002714192238636315,tensor(0.0291),2761.900724365235,2729.475634521485,0.35366787111014125,0.34262796064838763,0.011733187505939447
